time_ns,i_data,i_valid,o_valid,o_data
1076.000,26985,1,1,26113
1086.000,27242,1,1,26437
1096.000,27499,1,1,26758
1106.000,27756,1,1,27078
1116.000,28013,1,1,27395
1126.000,28270,1,1,27710
1136.000,28527,1,1,28023
1146.000,28784,1,1,28334
1156.000,29041,1,1,28642
1166.000,29298,1,1,28947
1176.000,29555,1,1,29250
1186.000,29812,1,1,29549
1196.000,30069,1,1,29846
1206.000,30326,1,1,30140
1216.000,30583,1,1,30431
1226.000,30840,1,1,30719
1236.000,31097,1,1,31003
1246.000,31354,1,1,31285
1256.000,31611,1,1,31562
1266.000,31868,1,1,31836
1276.000,32125,1,1,32107
1286.000,32382,1,1,32374
1296.000,32639,1,1,32637
1306.000,32896,1,1,32896
1316.000,33153,1,1,33150
1326.000,33410,1,1,33401
1336.000,33667,1,1,33648
1346.000,33924,1,1,33890
1356.000,34181,1,1,34128
1366.000,34438,1,1,34362
1376.000,34695,1,1,34591
1386.000,34952,1,1,34815
1396.000,35209,1,1,35034
1406.000,35466,1,1,35249
1416.000,35723,1,1,35459
1426.000,35980,1,1,35663
1436.000,36237,1,1,35863
1446.000,36494,1,1,36057
1456.000,36751,1,1,36246
1466.000,37008,1,1,36429
1476.000,37265,1,1,36607
1486.000,37522,1,1,36779
1496.000,37779,1,1,36946
1506.000,38036,1,1,37107
1516.000,38293,1,1,37262
1526.000,38550,1,1,37411
1536.000,38807,1,1,37554
1546.000,39064,1,1,37690
1556.000,39321,1,1,37821
1566.000,39578,1,1,37945
1576.000,39835,1,1,38062
1586.000,40092,1,1,38173
1596.000,40349,1,1,38277
1606.000,40606,1,1,38375
1616.000,40863,1,1,38466
1626.000,41120,1,1,38550
1636.000,41377,1,1,38626
1646.000,41634,1,1,38696
1656.000,41891,1,1,38758
1666.000,42148,1,1,38814
1676.000,42405,1,1,38861
1686.000,42662,1,1,38901
1696.000,42919,1,1,38934
1706.000,43176,1,1,38959
1716.000,43433,1,1,38976
1726.000,43690,1,1,38986
1736.000,43947,1,1,38987
1746.000,44204,1,1,38980
1756.000,44461,1,1,38965
1766.000,44718,1,1,38942
1776.000,44975,1,1,38911
1786.000,45232,1,1,38871
1796.000,45489,1,1,38822
1806.000,45746,1,1,38765
1816.000,46003,1,1,38699
1826.000,46260,1,1,38625
1836.000,46517,1,1,38541
1846.000,46774,1,1,38449
1856.000,47031,1,1,38347
1866.000,47288,1,1,38236
1876.000,47545,1,1,38116
1886.000,47802,1,1,37987
1896.000,48059,1,1,37848
1906.000,48316,1,1,37699
1916.000,48573,1,1,37541
1926.000,48830,1,1,37373
1936.000,49087,1,1,37195
1946.000,49344,1,1,37008
1956.000,49601,1,1,36810
1966.000,49858,1,1,36602
1976.000,50115,1,1,36384
1986.000,50372,1,1,36155
1996.000,50629,1,1,35916
2006.000,50886,1,1,35667
2016.000,51143,1,1,35407
2026.000,51400,1,1,35136
2036.000,51657,1,1,34855
2046.000,51914,1,1,34562
2056.000,52171,1,1,34259
2066.000,52428,1,1,33945
2076.000,52685,1,1,33619
2086.000,52942,1,1,33282
2096.000,53199,1,1,32934
2106.000,53456,1,1,32574
2116.000,53713,1,1,32203
2126.000,53970,1,1,31820
2136.000,54227,1,1,31426
2146.000,54484,1,1,31019
2156.000,54741,1,1,30601
2166.000,54998,1,1,30171
2176.000,55255,1,1,29728
2186.000,55512,1,1,29273
2196.000,55769,1,1,28806
2206.000,56026,1,1,28327
2216.000,56283,1,1,27835
2226.000,56540,1,1,27331
2236.000,56797,1,1,26814
2246.000,57054,1,1,26284
2256.000,57311,1,1,25741
2266.000,57568,1,1,25186
2276.000,57825,1,1,24617
2286.000,58082,1,1,24035
2296.000,58339,1,1,23440
2306.000,58596,1,1,22831
2316.000,58853,1,1,22209
2326.000,59110,1,1,21574
2336.000,59367,1,1,20925
2346.000,59624,1,1,20262
2356.000,59881,1,1,19586
2366.000,60138,1,1,18895
2376.000,60395,1,1,18191
2386.000,60652,1,1,17472
2396.000,60909,1,1,16740
2406.000,61166,1,1,15993
2416.000,61423,1,1,15232
2426.000,61680,1,1,14456
2436.000,61937,1,1,13665
2446.000,62194,1,1,12860
2456.000,62451,1,1,12041
2466.000,62708,1,1,11206
2476.000,62965,1,1,10357
2486.000,63222,1,1,9492
2496.000,63479,1,1,8612
2506.000,63736,1,1,7718
2516.000,63993,1,1,6807
2526.000,64250,1,1,5882
2536.000,64507,1,1,4941
2546.000,64764,1,1,3984
2556.000,65021,1,1,3012
2566.000,65278,1,1,2024
2576.000,65535,1,1,1019
2586.000,256,1,1,0
2596.000,513,1,1,7
2606.000,770,1,1,23
2616.000,1027,1,1,47
2626.000,1284,1,1,78
2636.000,1541,1,1,118
2646.000,1798,1,1,164
2656.000,2055,1,1,218
2666.000,2312,1,1,279
2676.000,2569,1,1,348
2686.000,2826,1,1,424
2696.000,3083,1,1,507
2706.000,3340,1,1,596
2716.000,3597,1,1,693
2726.000,3854,1,1,796
2736.000,4111,1,1,907
2746.000,4368,1,1,1023
2756.000,4625,1,1,1146
2766.000,4882,1,1,1276
2776.000,5139,1,1,1412
2786.000,5396,1,1,1554
2796.000,5653,1,1,1702
2806.000,5910,1,1,1856
2816.000,6167,1,1,2017
2826.000,6424,1,1,2183
2836.000,6681,1,1,2354
2846.000,6938,1,1,2532
2856.000,7195,1,1,2715
2866.000,7452,1,1,2903
2876.000,7709,1,1,3097
2886.000,7966,1,1,3296
2896.000,8223,1,1,3500
2906.000,8480,1,1,3710
2916.000,8737,1,1,3924
2926.000,8994,1,1,4143
2936.000,9251,1,1,4367
2946.000,9508,1,1,4596
2956.000,9765,1,1,4829
2966.000,10022,1,1,5067
2976.000,10279,1,1,5309
2986.000,10536,1,1,5556
2996.000,10793,1,1,5806
3006.000,11050,1,1,6061
3016.000,11307,1,1,6320
3026.000,11564,1,1,6583
3036.000,11821,1,1,6850
3046.000,12078,1,1,7121
3056.000,12335,1,1,7395
3066.000,12592,1,1,7673
3076.000,12849,1,1,7954
3086.000,13106,1,1,8239
3096.000,13363,1,1,8527
3106.000,13620,1,1,8818
3116.000,13877,1,1,9112
3126.000,14134,1,1,9410
3136.000,14391,1,1,9710
3146.000,14648,1,1,10013
3156.000,14905,1,1,10319
3166.000,15162,1,1,10627
3176.000,15419,1,1,10938
3186.000,15676,1,1,11251
3196.000,15933,1,1,11567
3206.000,16190,1,1,11885
3216.000,16447,1,1,12205
3226.000,16704,1,1,12528
3236.000,16961,1,1,12852
3246.000,17218,1,1,13178
3256.000,17475,1,1,13506
3266.000,17732,1,1,13835
3276.000,17989,1,1,14166
3286.000,18246,1,1,14499
3296.000,18503,1,1,14833
3306.000,18760,1,1,15169
3316.000,19017,1,1,15505
3326.000,19274,1,1,15843
3336.000,19531,1,1,16182
3346.000,19788,1,1,16522
3356.000,20045,1,1,16862
3366.000,20302,1,1,17204
3376.000,20559,1,1,17546
3386.000,20816,1,1,17888
3396.000,21073,1,1,18231
3406.000,21330,1,1,18575
3416.000,21587,1,1,18918
3426.000,21844,1,1,19262
3436.000,22101,1,1,19606
3446.000,22358,1,1,19950
3456.000,22615,1,1,20294
3466.000,22872,1,1,20638
3476.000,23129,1,1,20981
3486.000,23386,1,1,21324
3496.000,23643,1,1,21667
3506.000,23900,1,1,22009
3516.000,24157,1,1,22350
3526.000,24414,1,1,22691
3536.000,24671,1,1,23031
3546.000,24928,1,1,23370
3556.000,25185,1,1,23707
3566.000,25442,1,1,24044
3576.000,25699,1,1,24379
3586.000,25956,1,1,24713
3596.000,26213,1,1,25046
3606.000,26470,1,1,25377
3616.000,26727,1,1,25707
3626.000,26984,1,1,26035
3636.000,27241,1,1,26361
3646.000,27498,1,1,26685
3656.000,27755,1,1,27007
3666.000,28012,1,1,27328
3676.000,28269,1,1,27646
3686.000,28526,1,1,27961
3696.000,28783,1,1,28275
3706.000,29040,1,1,28586
3716.000,29297,1,1,28894
3726.000,29554,1,1,29200
3736.000,29811,1,1,29503
3746.000,30068,1,1,29803
3756.000,30325,1,1,30101
3766.000,30582,1,1,30395
3776.000,30839,1,1,30686
3786.000,31096,1,1,30974
3796.000,31353,1,1,31259
3806.000,31610,1,1,31540
3816.000,31867,1,1,31818
3826.000,32124,1,1,32092
3836.000,32381,1,1,32363
3846.000,32638,1,1,32630
3856.000,32895,1,1,32892
3866.000,33152,1,1,33152
3876.000,33409,1,1,33406
3886.000,33666,1,1,33657
3896.000,33923,1,1,33904
3906.000,34180,1,1,34146
3916.000,34437,1,1,34384
3926.000,34694,1,1,34617
3936.000,34951,1,1,34846
3946.000,35208,1,1,35070
3956.000,35465,1,1,35289
3966.000,35722,1,1,35503
3976.000,35979,1,1,35713
3986.000,36236,1,1,35917
3996.000,36493,1,1,36116
4006.000,36750,1,1,36310
4016.000,37007,1,1,36498
4026.000,37264,1,1,36681
4036.000,37521,1,1,36859
4046.000,37778,1,1,37030
4056.000,38035,1,1,37196
4066.000,38292,1,1,37357
4076.000,38549,1,1,37511
4086.000,38806,1,1,37659
4096.000,39063,1,1,37801
4106.000,39320,1,1,37937
4116.000,39577,1,1,38067
4126.000,39834,1,1,38190
4136.000,40091,1,1,38307
4146.000,40348,1,1,38417
4156.000,40605,1,1,38520
4166.000,40862,1,1,38617
4176.000,41119,1,1,38707
4186.000,41376,1,1,38790
4196.000,41633,1,1,38865
4206.000,41890,1,1,38934
4216.000,42147,1,1,38995
4226.000,42404,1,1,39049
4236.000,42661,1,1,39096
4246.000,42918,1,1,39135
4256.000,43175,1,1,39166
4266.000,43432,1,1,39190
4276.000,43689,1,1,39206
4286.000,43946,1,1,39214
4296.000,44203,1,1,39214
4306.000,44460,1,1,39206
4316.000,44717,1,1,39190
4326.000,44974,1,1,39165
4336.000,45231,1,1,39132
4346.000,45488,1,1,39091
4356.000,45745,1,1,39041
4366.000,46002,1,1,38982
4376.000,46259,1,1,38915
4386.000,46516,1,1,38839
4396.000,46773,1,1,38753
4406.000,47030,1,1,38659
4416.000,47287,1,1,38556
4426.000,47544,1,1,38443
4436.000,47801,1,1,38321
4446.000,48058,1,1,38190
4456.000,48315,1,1,38049
4466.000,48572,1,1,37899
4476.000,48829,1,1,37739
4486.000,49086,1,1,37569
4496.000,49343,1,1,37389
4506.000,49600,1,1,37200
4516.000,49857,1,1,37000
4526.000,50114,1,1,36790
4536.000,50371,1,1,36570
4546.000,50628,1,1,36339
4556.000,50885,1,1,36098
4566.000,51142,1,1,35846
4576.000,51399,1,1,35584
4586.000,51656,1,1,35311
4596.000,51913,1,1,35027
4606.000,52170,1,1,34733
4616.000,52427,1,1,34427
4626.000,52684,1,1,34110
4636.000,52941,1,1,33782
4646.000,53198,1,1,33443
4656.000,53455,1,1,33092
4666.000,53712,1,1,32730
4676.000,53969,1,1,32357
4686.000,54226,1,1,31971
4696.000,54483,1,1,31574
4706.000,54740,1,1,31165
4716.000,54997,1,1,30744
4726.000,55254,1,1,30311
4736.000,55511,1,1,29866
4746.000,55768,1,1,29408
4756.000,56025,1,1,28939
4766.000,56282,1,1,28457
4776.000,56539,1,1,27962
4786.000,56796,1,1,27455
4796.000,57053,1,1,26935
4806.000,57310,1,1,26402
4816.000,57567,1,1,25856
4826.000,57824,1,1,25298
4836.000,58081,1,1,24726
4846.000,58338,1,1,24141
4856.000,58595,1,1,23543
4866.000,58852,1,1,22931
4876.000,59109,1,1,22306
4886.000,59366,1,1,21668
4896.000,59623,1,1,21015
4906.000,59880,1,1,20349
4916.000,60137,1,1,19670
4926.000,60394,1,1,18976
4936.000,60651,1,1,18268
4946.000,60908,1,1,17546
4956.000,61165,1,1,16810
4966.000,61422,1,1,16060
4976.000,61679,1,1,15295
4986.000,61936,1,1,14516
4996.000,62193,1,1,13722
5006.000,62450,1,1,12913
5016.000,62707,1,1,12090
5026.000,62964,1,1,11252
5036.000,63221,1,1,10399
5046.000,63478,1,1,9530
5056.000,63735,1,1,8647
5066.000,63992,1,1,7749
5076.000,64249,1,1,6835
5086.000,64506,1,1,5905
5096.000,64763,1,1,4960
5106.000,65020,1,1,4000
5116.000,65277,1,1,3024
5126.000,65534,1,1,2031
5136.000,255,1,1,3
5146.000,512,1,1,0
5156.000,769,1,1,11
5166.000,1026,1,1,31
5176.000,1283,1,1,59
5186.000,1540,1,1,94
5196.000,1797,1,1,137
5206.000,2054,1,1,188
5216.000,2311,1,1,245
5226.000,2568,1,1,310
5236.000,2825,1,1,383
5246.000,3082,1,1,462
5256.000,3339,1,1,549
5266.000,3596,1,1,642
5276.000,3853,1,1,742
5286.000,4110,1,1,849
5296.000,4367,1,1,963
5306.000,4624,1,1,1083
5316.000,4881,1,1,1210
5326.000,5138,1,1,1343
5336.000,5395,1,1,1482
5346.000,5652,1,1,1628
5356.000,5909,1,1,1779
5366.000,6166,1,1,1937
5376.000,6423,1,1,2100
5386.000,6680,1,1,2270
5396.000,6937,1,1,2445
5406.000,7194,1,1,2625
5416.000,7451,1,1,2811
5426.000,7708,1,1,3003
5436.000,7965,1,1,3200
5446.000,8222,1,1,3402
5456.000,8479,1,1,3609
5466.000,8736,1,1,3822
5476.000,8993,1,1,4039
5486.000,9250,1,1,4261
5496.000,9507,1,1,4488
5506.000,9764,1,1,4719
5516.000,10021,1,1,4956
5526.000,10278,1,1,5196
5536.000,10535,1,1,5441
5546.000,10792,1,1,5691
5556.000,11049,1,1,5944
5566.000,11306,1,1,6202
5576.000,11563,1,1,6463
5586.000,11820,1,1,6729
5596.000,12077,1,1,6998
5606.000,12334,1,1,7272
5616.000,12591,1,1,7548
5626.000,12848,1,1,7829
5636.000,13105,1,1,8113
5646.000,13362,1,1,8400
5656.000,13619,1,1,8690
5666.000,13876,1,1,8984
5676.000,14133,1,1,9280
5686.000,14390,1,1,9580
5696.000,14647,1,1,9882
5706.000,14904,1,1,10188
5716.000,15161,1,1,10496
5726.000,15418,1,1,10806
5736.000,15675,1,1,11120
5746.000,15932,1,1,11435
5756.000,16189,1,1,11753
5766.000,16446,1,1,12073
5776.000,16703,1,1,12395
5786.000,16960,1,1,12720
5796.000,17217,1,1,13046
5806.000,17474,1,1,13374
5816.000,17731,1,1,13704
5826.000,17988,1,1,14035
5836.000,18245,1,1,14368
5846.000,18502,1,1,14703
5856.000,18759,1,1,15039
5866.000,19016,1,1,15376
5876.000,19273,1,1,15714
5886.000,19530,1,1,16054
5896.000,19787,1,1,16394
5906.000,20044,1,1,16735
5916.000,20301,1,1,17078
5926.000,20558,1,1,17421
5936.000,20815,1,1,17764
5946.000,21072,1,1,18108
5956.000,21329,1,1,18453
5966.000,21586,1,1,18798
5976.000,21843,1,1,19143
5986.000,22100,1,1,19488
5996.000,22357,1,1,19833
6006.000,22614,1,1,20179
6016.000,22871,1,1,20524
6026.000,23128,1,1,20869
6036.000,23385,1,1,21214
6046.000,23642,1,1,21558
6056.000,23899,1,1,21902
6066.000,24156,1,1,22245
6076.000,24413,1,1,22587
6086.000,24670,1,1,22929
6096.000,24927,1,1,23270
6106.000,25184,1,1,23610
6116.000,25441,1,1,23948
6126.000,25698,1,1,24286
6136.000,25955,1,1,24622
6146.000,26212,1,1,24957
6156.000,26469,1,1,25291
6166.000,26726,1,1,25623
6176.000,26983,1,1,25953
6186.000,27240,1,1,26282
6196.000,27497,1,1,26609
6206.000,27754,1,1,26934
6216.000,28011,1,1,27257
6226.000,28268,1,1,27577
6236.000,28525,1,1,27896
6246.000,28782,1,1,28212
6256.000,29039,1,1,28526
6266.000,29296,1,1,28838
6276.000,29553,1,1,29147
6286.000,29810,1,1,29453
6296.000,30067,1,1,29756
6306.000,30324,1,1,30057
6316.000,30581,1,1,30355
6326.000,30838,1,1,30649
6336.000,31095,1,1,30941
6346.000,31352,1,1,31229
6356.000,31609,1,1,31514
6366.000,31866,1,1,31795
6376.000,32123,1,1,32073
6386.000,32380,1,1,32348
6396.000,32637,1,1,32619
6406.000,32894,1,1,32885
6416.000,33151,1,1,33148
6426.000,33408,1,1,33408
6436.000,33665,1,1,33662
6446.000,33922,1,1,33913
6456.000,34179,1,1,34160
6466.000,34436,1,1,34402
6476.000,34693,1,1,34640
6486.000,34950,1,1,34873
6496.000,35207,1,1,35101
6506.000,35464,1,1,35325
6516.000,35721,1,1,35544
6526.000,35978,1,1,35758
6536.000,36235,1,1,35967
6546.000,36492,1,1,36171
6556.000,36749,1,1,36369
6566.000,37006,1,1,36563
6576.000,37263,1,1,36751
6586.000,37520,1,1,36933
6596.000,37777,1,1,37110
6606.000,38034,1,1,37281
6616.000,38291,1,1,37447
6626.000,38548,1,1,37606
6636.000,38805,1,1,37760
6646.000,39062,1,1,37908
6656.000,39319,1,1,38049
6666.000,39576,1,1,38184
6676.000,39833,1,1,38313
6686.000,40090,1,1,38435
6696.000,40347,1,1,38551
6706.000,40604,1,1,38661
6716.000,40861,1,1,38763
6726.000,41118,1,1,38859
6736.000,41375,1,1,38948
6746.000,41632,1,1,39030
6756.000,41889,1,1,39104
6766.000,42146,1,1,39172
6776.000,42403,1,1,39232
6786.000,42660,1,1,39285
6796.000,42917,1,1,39330
6806.000,43174,1,1,39368
6816.000,43431,1,1,39399
6826.000,43688,1,1,39421
6836.000,43945,1,1,39436
6846.000,44202,1,1,39442
6856.000,44459,1,1,39441
6866.000,44716,1,1,39432
6876.000,44973,1,1,39414
6886.000,45230,1,1,39388
6896.000,45487,1,1,39354
6906.000,45744,1,1,39311
6916.000,46001,1,1,39259
6926.000,46258,1,1,39199
6936.000,46515,1,1,39130
6946.000,46772,1,1,39052
6956.000,47029,1,1,38965
6966.000,47286,1,1,38870
6976.000,47543,1,1,38765
6986.000,47800,1,1,38650
6996.000,48057,1,1,38527
7006.000,48314,1,1,38394
7016.000,48571,1,1,38251
7026.000,48828,1,1,38099
7036.000,49085,1,1,37937
7046.000,49342,1,1,37765
7056.000,49599,1,1,37583
7066.000,49856,1,1,37392
7076.000,50113,1,1,37190
7086.000,50370,1,1,36978
7096.000,50627,1,1,36755
7106.000,50884,1,1,36523
7116.000,51141,1,1,36280
7126.000,51398,1,1,36026
7136.000,51655,1,1,35761
7146.000,51912,1,1,35486
7156.000,52169,1,1,35200
7166.000,52426,1,1,34903
7176.000,52683,1,1,34595
7186.000,52940,1,1,34276
7196.000,53197,1,1,33946
7206.000,53454,1,1,33604
7216.000,53711,1,1,33251
7226.000,53968,1,1,32886
7236.000,54225,1,1,32510
7246.000,54482,1,1,32122
7256.000,54739,1,1,31722
7266.000,54996,1,1,31311
7276.000,55253,1,1,30887
7286.000,55510,1,1,30451
7296.000,55767,1,1,30004
7306.000,56024,1,1,29543
7316.000,56281,1,1,29071
7326.000,56538,1,1,28586
7336.000,56795,1,1,28088
7346.000,57052,1,1,27578
7356.000,57309,1,1,27055
7366.000,57566,1,1,26520
7376.000,57823,1,1,25971
7386.000,58080,1,1,25410
7396.000,58337,1,1,24835
7406.000,58594,1,1,24247
7416.000,58851,1,1,23646
7426.000,59108,1,1,23031
7436.000,59365,1,1,22403
7446.000,59622,1,1,21761
7456.000,59879,1,1,21106
7466.000,60136,1,1,20436
7476.000,60393,1,1,19753
7486.000,60650,1,1,19056
7496.000,60907,1,1,18345
7506.000,61164,1,1,17620
7516.000,61421,1,1,16881
7526.000,61678,1,1,16127
7536.000,61935,1,1,15359
7546.000,62192,1,1,14576
7556.000,62449,1,1,13778
7566.000,62706,1,1,12966
7576.000,62963,1,1,12139
7586.000,63220,1,1,11298
7596.000,63477,1,1,10441
7606.000,63734,1,1,9569
7616.000,63991,1,1,8682
7626.000,64248,1,1,7780
7636.000,64505,1,1,6862
7646.000,64762,1,1,5929
7656.000,65019,1,1,4980
7666.000,65276,1,1,4016
7676.000,65533,1,1,3035
7686.000,254,1,1,7
7696.000,511,1,1,7
7706.000,768,1,1,0
7716.000,1025,1,1,15
7726.000,1282,1,1,39
7736.000,1539,1,1,71
7746.000,1796,1,1,110
7756.000,2053,1,1,157
7766.000,2310,1,1,211
7776.000,2567,1,1,273
7786.000,2824,1,1,341
7796.000,3081,1,1,418
7806.000,3338,1,1,501
7816.000,3595,1,1,591
7826.000,3852,1,1,688
7836.000,4109,1,1,792
7846.000,4366,1,1,902
7856.000,4623,1,1,1020
7866.000,4880,1,1,1143
7876.000,5137,1,1,1273
7886.000,5394,1,1,1410
7896.000,5651,1,1,1553
7906.000,5908,1,1,1702
7916.000,6165,1,1,1856
7926.000,6422,1,1,2017
7936.000,6679,1,1,2184
7946.000,6936,1,1,2357
7956.000,7193,1,1,2535
7966.000,7450,1,1,2719
7976.000,7707,1,1,2908
7986.000,7964,1,1,3103
7996.000,8221,1,1,3303
8006.000,8478,1,1,3508
8016.000,8735,1,1,3718
8026.000,8992,1,1,3934
8036.000,9249,1,1,4154
8046.000,9506,1,1,4379
8056.000,9763,1,1,4609
8066.000,10020,1,1,4843
8076.000,10277,1,1,5082
8086.000,10534,1,1,5326
8096.000,10791,1,1,5573
8106.000,11048,1,1,5826
8116.000,11305,1,1,6082
8126.000,11562,1,1,6342
8136.000,11819,1,1,6607
8146.000,12076,1,1,6875
8156.000,12333,1,1,7147
8166.000,12590,1,1,7423
8176.000,12847,1,1,7702
8186.000,13104,1,1,7985
8196.000,13361,1,1,8271
8206.000,13618,1,1,8561
8216.000,13875,1,1,8853
8226.000,14132,1,1,9149
8236.000,14389,1,1,9448
8246.000,14646,1,1,9750
8256.000,14903,1,1,10055
8266.000,15160,1,1,10363
8276.000,15417,1,1,10673
8286.000,15674,1,1,10986
8296.000,15931,1,1,11301
8306.000,16188,1,1,11619
8316.000,16445,1,1,11939
8326.000,16702,1,1,12261
8336.000,16959,1,1,12585
8346.000,17216,1,1,12912
8356.000,17473,1,1,13240
8366.000,17730,1,1,13570
8376.000,17987,1,1,13901
8386.000,18244,1,1,14235
8396.000,18501,1,1,14570
8406.000,18758,1,1,14906
8416.000,19015,1,1,15244
8426.000,19272,1,1,15583
8436.000,19529,1,1,15923
8446.000,19786,1,1,16264
8456.000,20043,1,1,16606
8466.000,20300,1,1,16949
8476.000,20557,1,1,17293
8486.000,20814,1,1,17638
8496.000,21071,1,1,17983
8506.000,21328,1,1,18328
8516.000,21585,1,1,18674
8526.000,21842,1,1,19021
8536.000,22099,1,1,19367
8546.000,22356,1,1,19714
8556.000,22613,1,1,20061
8566.000,22870,1,1,20407
8576.000,23127,1,1,20754
8586.000,23384,1,1,21100
8596.000,23641,1,1,21446
8606.000,23898,1,1,21791
8616.000,24155,1,1,22136
8626.000,24412,1,1,22480
8636.000,24669,1,1,22824
8646.000,24926,1,1,23167
8656.000,25183,1,1,23509
8666.000,25440,1,1,23850
8676.000,25697,1,1,24189
8686.000,25954,1,1,24528
8696.000,26211,1,1,24865
8706.000,26468,1,1,25201
8716.000,26725,1,1,25535
8726.000,26982,1,1,25868
8736.000,27239,1,1,26199
8746.000,27496,1,1,26529
8756.000,27753,1,1,26856
8766.000,28010,1,1,27182
8776.000,28267,1,1,27506
8786.000,28524,1,1,27827
8796.000,28781,1,1,28146
8806.000,29038,1,1,28463
8816.000,29295,1,1,28778
8826.000,29552,1,1,29090
8836.000,29809,1,1,29399
8846.000,30066,1,1,29706
8856.000,30323,1,1,30010
8866.000,30580,1,1,30311
8876.000,30837,1,1,30609
8886.000,31094,1,1,30904
8896.000,31351,1,1,31196
8906.000,31608,1,1,31484
8916.000,31865,1,1,31769
8926.000,32122,1,1,32051
8936.000,32379,1,1,32329
8946.000,32636,1,1,32604
8956.000,32893,1,1,32874
8966.000,33150,1,1,33141
8976.000,33407,1,1,33404
8986.000,33664,1,1,33664
8996.000,33921,1,1,33918
9006.000,34178,1,1,34169
9016.000,34435,1,1,34416
9026.000,34692,1,1,34658
9036.000,34949,1,1,34895
9046.000,35206,1,1,35128
9056.000,35463,1,1,35356
9066.000,35720,1,1,35580
9076.000,35977,1,1,35799
9086.000,36234,1,1,36012
9096.000,36491,1,1,36221
9106.000,36748,1,1,36425
9116.000,37005,1,1,36623
9126.000,37262,1,1,36816
9136.000,37519,1,1,37003
9146.000,37776,1,1,37185
9156.000,38033,1,1,37362
9166.000,38290,1,1,37532
9176.000,38547,1,1,37697
9186.000,38804,1,1,37856
9196.000,39061,1,1,38009
9206.000,39318,1,1,38156
9216.000,39575,1,1,38297
9226.000,39832,1,1,38431
9236.000,40089,1,1,38559
9246.000,40346,1,1,38681
9256.000,40603,1,1,38796
9266.000,40860,1,1,38904
9276.000,41117,1,1,39006
9286.000,41374,1,1,39101
9296.000,41631,1,1,39189
9306.000,41888,1,1,39270
9316.000,42145,1,1,39343
9326.000,42402,1,1,39410
9336.000,42659,1,1,39469
9346.000,42916,1,1,39521
9356.000,43173,1,1,39565
9366.000,43430,1,1,39602
9376.000,43687,1,1,39631
9386.000,43944,1,1,39652
9396.000,44201,1,1,39665
9406.000,44458,1,1,39671
9416.000,44715,1,1,39668
9426.000,44972,1,1,39657
9436.000,45229,1,1,39638
